Player,Team,Pos,GP,CTR%,K,D,A,KDA,KP,KS%,DTH%,FB%,GD10,XPD10,CSD10,CSPM,CS%P15,DPM,DMG%,EGPM,GOLD%,WPM,WCPM,W%
Aiming,KT Rolster,4,43,0.47,168,78,183,4.50,0.73,0.35,0.15,0.16,-1,-10,1.4,9.60,0.33,608,0.32,304,0.28,0.51,0.43,0.42
Bdd,Gen.G,3,43,0.58,168,68,251,6.20,0.64,0.26,0.17,0.23,-10,22,2.7,8.80,0.24,522,0.26,291,0.24,0.46,0.22,0.72
Ben,Afreeca Freecs,5,39,0.38,11,96,305,3.30,0.66,0.02,0.21,0.26,-113,4,-5.3,0.90,0.02,141,0.08,87,0.08,1.53,0.25,0.54
BeryL,DWG KIA,5,39,0.54,81,75,309,5.20,0.60,0.13,0.25,0.15,241,2,11.3,2.30,0.07,222,0.10,150,0.12,1.56,0.53,0.87
Beyond,Team Dynamics,2,44,0.45,71,132,263,2.50,0.70,0.15,0.21,0.20,-113,-69,-0.4,5.00,0.14,208,0.11,168,0.16,0.47,0.46,0.36
bonO,KT Rolster,2,33,0.55,65,79,173,3.00,0.68,0.19,0.21,0.61,34,-20,-0.6,5.30,0.15,210,0.11,184,0.17,0.62,0.5,0.42
CaD,Hanwha Life Esports,2,16,0.50,33,67,101,2.00,0.76,0.19,0.27,0.38,-130,-263,-4.1,4.00,0.10,204,0.11,146,0.15,0.52,0.3,0.25
Canna,T1,1,42,0.57,142,70,220,5.20,0.62,0.24,0.19,0.29,94,-8,-0.5,8.80,0.26,470,0.25,287,0.24,0.4,0.21,0.67
Canyon,DWG KIA,2,39,0.51,118,62,314,7.00,0.67,0.18,0.21,0.46,393,463,8.3,6.10,0.17,329,0.16,240,0.18,0.54,0.4,0.87
Chovy,DRX,3,45,0.49,152,94,246,4.20,0.65,0.25,0.19,0.24,203,181,7.6,9.80,0.28,532,0.26,309,0.26,0.39,0.4,0.71
Clid,Gen.G,2,43,0.44,117,80,307,5.30,0.65,0.18,0.20,0.21,-21,59,-0.7,5.60,0.16,280,0.14,212,0.18,0.72,0.53,0.72
Clozer,T1,3,14,0.29,60,21,69,6.10,0.55,0.26,0.19,0.14,138,226,0.5,9.00,0.24,482,0.25,286,0.23,0.41,0.14,0.86
CuVee,Hanwha Life Esports,1,11,0.64,22,44,28,1.10,0.58,0.26,0.28,0.00,-188,-97,-4.9,7.60,0.22,358,0.26,214,0.22,0.53,0.22,0.09
Cuzz,T1,2,35,0.40,75,60,220,4.90,0.63,0.16,0.21,0.43,121,135,4.6,5.70,0.14,264,0.14,199,0.17,0.54,0.54,0.69
Deft,DRX,4,45,0.60,157,87,259,4.80,0.67,0.25,0.18,0.24,137,128,3.5,9.20,0.28,565,0.27,296,0.24,0.53,0.36,0.71
deokdam,Team Dynamics,4,44,0.41,115,102,214,3.20,0.69,0.24,0.17,0.09,-208,-96,-5.6,8.90,0.30,461,0.25,267,0.26,0.39,0.28,0.36
Doran,DRX,1,45,0.47,137,126,218,2.80,0.58,0.22,0.26,0.18,-16,18,2.4,8.70,0.25,435,0.22,280,0.23,0.43,0.19,0.71
Dove,Liiv SANDBOX,3,9,0.67,17,23,23,1.70,0.65,0.27,0.18,0.22,-118,61,-1.1,8.70,0.27,410,0.25,242,0.26,0.52,0.23,0.11
Dread,Afreeca Freecs,2,2,1.00,7,6,5,2.00,0.80,0.47,0.13,0.50,-355,-571,-7.5,6.40,0.21,412,0.20,233,0.24,0.3,0.58,0.00
DuDu,Hanwha Life Esports,1,31,0.52,75,113,110,1.60,0.61,0.25,0.23,0.23,-55,-4,-0.9,7.90,0.25,405,0.24,239,0.24,0.49,0.16,0.23
Effort,T1,5,40,0.55,33,90,323,4.00,0.64,0.06,0.26,0.38,83,28,0.1,1.20,0.03,123,0.07,105,0.09,1.85,0.54,0.68
Ellim,T1,2,7,0.29,18,10,53,7.10,0.61,0.15,0.14,0.43,144,-59,-0.6,5.00,0.12,217,0.11,178,0.15,0.54,0.43,0.57
Faker,T1,3,28,0.43,74,51,152,4.40,0.64,0.21,0.20,0.21,36,-28,0.8,8.90,0.24,480,0.26,275,0.24,0.56,0.26,0.57
FATE,Liiv SANDBOX,3,33,0.45,116,60,148,4.40,0.72,0.31,0.15,0.12,39,54,2.5,9.00,0.27,536,0.29,277,0.26,0.5,0.23,0.48
Flawless,SeolHaeOne Prince,2,32,0.47,54,111,124,1.60,0.65,0.20,0.20,0.34,-152,-186,-3.2,5.20,0.15,244,0.15,169,0.18,0.65,0.52,0.19
Fly,Afreeca Freecs,3,41,0.68,106,91,240,3.80,0.70,0.22,0.18,0.24,-76,-157,-4.6,8.00,0.22,429,0.23,241,0.22,0.45,0.2,0.51
Ghost,DWG KIA,4,39,0.62,116,56,291,7.30,0.63,0.18,0.19,0.10,-192,52,-12.9,8.20,0.24,460,0.22,280,0.21,0.59,0.25,0.87
GorillA,Liiv SANDBOX,5,40,0.43,12,117,261,2.30,0.65,0.03,0.23,0.25,-76,-51,-2.5,1.00,0.02,126,0.07,84,0.08,1.6,0.22,0.43
GuGer,Team Dynamics,5,44,0.43,46,135,268,2.30,0.66,0.10,0.22,0.09,-66,-20,0.4,1.50,0.05,194,0.11,102,0.10,1.76,0.41,0.36
Haru,Hanwha Life Esports,2,16,0.75,25,51,54,1.50,0.64,0.20,0.24,0.13,-57,10,-2.9,5.20,0.14,213,0.14,168,0.18,0.67,0.41,0.19
HyBriD,SeolHaeOne Prince,4,28,0.68,64,75,65,1.70,0.60,0.30,0.16,0.25,-128,-173,-1.6,10.20,0.36,409,0.25,286,0.30,0.3,0.35,0.18
ikssu,SeolHaeOne Prince,1,41,0.37,77,187,137,1.10,0.62,0.22,0.26,0.15,-313,-157,-7.7,7.00,0.23,393,0.24,203,0.21,0.39,0.15,0.15
Jelly,Afreeca Freecs,5,2,0.50,1,12,6,0.60,0.44,0.06,0.25,0.00,-368,-159,2,1.10,0.02,172,0.09,73,0.08,1.28,0.28,0.00
Kabbie,Liiv SANDBOX,5,2,0.50,0,9,7,0.80,0.64,0.00,0.21,0.00,-285,50,2,1.10,0.02,85,0.05,63,0.07,1.55,0.18,0.00
Keine,SeolHaeOne Prince,3,8,0.13,23,25,37,2.40,0.63,0.24,0.15,0.00,-186,-141,-7,8.00,0.26,475,0.23,232,0.24,0.55,0.28,0.13
Kellin,Gen.G,5,7,0.29,7,15,55,4.10,0.68,0.08,0.21,0.43,21,-382,-7.1,1.00,0.02,160,0.08,105,0.09,2.13,0.31,0.57
Keria,DRX,5,45,0.47,45,81,401,5.50,0.72,0.07,0.17,0.29,108,19,1.9,1.40,0.04,192,0.09,115,0.10,1.66,0.36,0.71
Kiin,Afreeca Freecs,1,41,0.56,119,109,170,2.70,0.59,0.24,0.21,0.20,44,120,4.4,8.40,0.26,451,0.24,258,0.24,0.41,0.2,0.51
Kuma,SeolHaeOne Prince,2,9,0.78,14,33,36,1.50,0.67,0.19,0.17,0.33,-42,53,0.2,5.30,0.15,298,0.18,171,0.19,0.54,0.42,0.00
Kuri,T1,5,2,1.00,0,7,9,1.30,0.31,0.00,0.39,0.00,-11,-285,-3,0.70,0.01,94,0.05,79,0.06,2.04,0.15,0.50
Kuro,KT Rolster,3,25,0.48,41,46,124,3.60,0.65,0.16,0.16,0.20,-66,-92,-5.8,8.30,0.24,411,0.23,244,0.22,0.49,0.28,0.44
Kuzan,Team Dynamics,3,44,0.57,126,90,198,3.60,0.68,0.26,0.15,0.16,-58,-75,1.5,8.60,0.26,451,0.25,254,0.25,0.51,0.31,0.36
Lava,Hanwha Life Esports,3,14,0.29,18,41,58,1.90,0.64,0.15,0.18,0.07,-175,-192,-6.8,7.70,0.22,424,0.25,210,0.22,0.51,0.2,0.07
Lehends,Hanwha Life Esports,5,42,0.50,24,111,247,2.40,0.69,0.06,0.17,0.17,-34,104,0.2,1.20,0.03,137,0.08,89,0.09,1.73,0.38,0.19
Life,Gen.G,5,36,0.67,29,82,310,4.10,0.60,0.05,0.25,0.25,-32,-223,-4.9,0.90,0.02,141,0.07,103,0.08,1.54,0.35,0.75
Malrang,KT Rolster,2,10,0.20,19,41,63,2.00,0.63,0.15,0.28,0.00,-265,-91,0.9,5.50,0.15,282,0.15,188,0.17,0.62,0.41,0.40
Mia,SeolHaeOne Prince,5,13,0.62,7,67,67,1.10,0.56,0.05,0.24,0.31,-58,-42,-4.8,1.20,0.04,209,0.11,80,0.08,1.72,0.43,0.08
Mickey,SeolHaeOne Prince,3,33,0.55,67,105,100,1.60,0.66,0.27,0.19,0.30,-139,-87,-3.7,8.20,0.26,406,0.26,230,0.24,0.48,0.28,0.15
Mireu,Hanwha Life Esports,3,28,0.46,62,88,116,2.00,0.65,0.23,0.21,0.21,-225,-52,-6.6,8.40,0.25,394,0.24,238,0.23,0.52,0.18,0.25
Mystic,Afreeca Freecs,4,41,0.27,174,105,177,3.30,0.71,0.35,0.20,0.22,50,-47,4.8,10.10,0.34,600,0.32,315,0.29,0.37,0.48,0.51
Nuguri,DWG KIA,1,39,0.44,172,73,208,5.20,0.59,0.27,0.25,0.23,349,240,6.3,9.10,0.28,571,0.27,333,0.26,0.4,0.21,0.87
OnFleek,Liiv SANDBOX,2,42,0.55,92,101,221,3.10,0.73,0.21,0.19,0.36,-88,-102,-3.3,5.30,0.15,221,0.12,184,0.18,0.53,0.64,0.40
Pyosik,DRX,2,45,0.60,126,103,319,4.30,0.72,0.20,0.21,0.38,121,91,2.9,6.10,0.16,326,0.16,218,0.18,0.55,0.44,0.71
Rascal,Gen.G,1,43,0.44,122,96,262,4.00,0.59,0.19,0.24,0.35,161,131,2.1,8.40,0.24,409,0.21,268,0.22,0.41,0.21,0.72
Rich,Team Dynamics,1,44,0.61,120,158,199,2.00,0.67,0.25,0.26,0.23,-106,-134,-2.8,7.90,0.25,497,0.28,244,0.24,0.36,0.25,0.36
Route,Liiv SANDBOX,4,42,0.45,104,89,178,3.20,0.65,0.24,0.16,0.17,-112,-91,-4.1,9.30,0.30,462,0.26,272,0.25,0.5,0.47,0.40
Ruler,Gen.G,4,43,0.53,209,67,235,6.60,0.68,0.32,0.16,0.21,241,211,11.3,10.30,0.33,641,0.32,338,0.28,0.47,0.47,0.72
Secret,SeolHaeOne Prince,5,28,0.54,11,83,124,1.60,0.63,0.05,0.18,0.25,-149,-7,-2.2,1.00,0.02,153,0.10,80,0.08,1.61,0.28,0.18
ShowMaker,DWG KIA,3,39,0.46,162,29,302,16.00,0.72,0.25,0.10,0.31,278,181,4.2,8.90,0.24,561,0.26,309,0.24,0.37,0.19,0.87
Smeb,KT Rolster,5,5,0.80,2,16,35,2.30,0.63,0.03,0.28,0.40,138,29,10,2.20,0.06,330,0.18,98,0.09,1.09,0.32,0.40
Smeb,KT Rolster,1,25,0.52,77,73,120,2.70,0.64,0.25,0.22,0.28,15,-146,-3.9,7.70,0.23,469,0.24,248,0.22,0.41,0.19,0.44
SoHwan,KT Rolster,1,18,0.39,42,37,72,3.10,0.66,0.24,0.18,0.28,-159,-47,-2.6,8.10,0.25,428,0.25,243,0.23,0.51,0.19,0.39
Spirit,Afreeca Freecs,2,39,0.44,76,96,262,3.50,0.71,0.16,0.21,0.41,-69,-122,-2.7,5.30,0.15,256,0.14,186,0.17,0.61,0.62,0.54
Summit,Liiv SANDBOX,1,42,0.52,90,143,169,1.80,0.60,0.21,0.26,0.21,-41,-58,1.4,8.30,0.25,473,0.27,242,0.23,0.42,0.31,0.40
Teddy,T1,4,42,0.76,183,53,230,7.80,0.71,0.31,0.15,0.29,174,14,1.2,10.60,0.33,564,0.30,331,0.28,0.56,0.38,0.67
Trigger,SeolHaeOne Prince,4,13,0.31,31,48,48,1.60,0.60,0.24,0.17,0.31,24,-71,-1.7,8.70,0.30,453,0.26,245,0.25,0.38,0.36,0.08
TusiN,KT Rolster,5,38,0.47,16,113,283,2.60,0.71,0.04,0.24,0.18,19,221,1.3,1.40,0.04,152,0.08,102,0.09,1.83,0.44,0.42
Ucal,KT Rolster,3,18,0.44,48,48,97,3.00,0.65,0.21,0.19,0.11,-31,-39,0.1,9.10,0.27,484,0.23,269,0.25,0.32,0.23,0.39
Viper,Hanwha Life Esports,4,42,0.33,114,86,144,3.00,0.66,0.29,0.13,0.17,-30,-29,1,10.30,0.36,526,0.32,294,0.29,0.49,0.4,0.19
YoungJae,Hanwha Life Esports,2,10,0.50,19,45,43,1.40,0.67,0.21,0.25,0.40,-328,-466,-8.4,4.60,0.12,202,0.12,162,0.16,0.56,0.45,0.10
5kid,RunAway,4,32,0.34,111,48,116,4.70,0.68,0.33,0.14,0.22,22,-5,1.4,10.20,0.34,527,0.30,311,0.29,0.42,0.34,0.47
Bini,ESC Shane,4,34,0.56,96,69,171,3.90,0.67,0.24,0.15,0.21,-149,-65,-4.3,8.60,0.30,447,0.25,269,0.25,0.5,0.26,0.38
BroCColi,OZ Gaming,2,11,0.18,27,13,43,5.40,0.57,0.22,0.13,0.64,198,106,-0.5,5.30,0.15,211,0.11,186,0.17,0.58,0.61,0.55
Cepted,Awesome Spear,3,15,0.40,45,31,94,4.50,0.66,0.21,0.26,0.20,-23,-135,-2.8,8.60,0.25,435,0.24,262,0.22,0.46,0.12,0.80
Chasy,Awesome Spear,1,31,0.65,79,68,158,3.50,0.64,0.21,0.26,0.13,153,128,3.1,7.80,0.24,443,0.25,250,0.22,0.45,0.21,0.71
Citrus,Griffin,2,35,0.43,88,121,205,2.40,0.69,0.21,0.26,0.46,-80,-138,-1.1,5.40,0.15,273,0.15,185,0.17,0.62,0.53,0.46
Croco,Fredit BRION,2,3,0.33,8,10,7,1.50,0.68,0.36,0.29,0.67,-58,-134,-6,5.00,0.14,175,0.12,171,0.17,0.43,0.26,0.33
Crow,Awesome Spear,3,16,0.44,29,24,82,4.60,0.69,0.18,0.17,0.19,-64,-104,-6.6,7.80,0.21,383,0.23,230,0.21,0.54,0.17,0.63
Crown,OZ Gaming,3,22,0.73,66,57,107,3.00,0.63,0.24,0.23,0.23,81,15,2.6,8.40,0.26,546,0.29,257,0.24,0.61,0.23,0.55
Crush,Awesome Spear,2,31,0.45,74,33,191,8.00,0.71,0.20,0.13,0.29,11,-35,-1.6,5.40,0.15,173,0.10,200,0.18,0.41,0.45,0.71
Edge,RunAway,3,8,0.63,22,15,32,3.60,0.77,0.31,0.16,0.13,-3,62,0.8,8.30,0.23,396,0.24,236,0.23,0.42,0.12,0.25
Envyy,Element Mystic,4,17,0.35,59,46,67,2.70,0.70,0.33,0.18,0.18,-218,-26,-8.5,9.40,0.32,548,0.30,288,0.27,0.31,0.26,0.35
FireRain,Fredit BRION,3,32,0.31,96,76,146,3.20,0.71,0.28,0.19,0.19,-7,19,-6,8.20,0.25,496,0.27,256,0.24,0.52,0.26,0.41
Flare,Element Mystic,2,30,0.53,81,64,155,3.70,0.76,0.26,0.16,0.40,152,304,7.9,6.00,0.18,277,0.16,207,0.20,0.56,0.51,0.37
Harp,ESC Shane,5,34,0.35,36,92,270,3.30,0.77,0.09,0.20,0.29,100,35,1.5,1.30,0.05,212,0.12,107,0.10,1.65,0.54,0.38
Hena,Fredit BRION,4,35,0.51,101,93,142,2.60,0.67,0.28,0.21,0.23,129,122,3,9.60,0.34,580,0.32,294,0.28,0.48,0.31,0.40
Hoya,Griffin,1,35,0.49,80,98,198,2.80,0.65,0.19,0.21,0.23,-84,62,0.8,7.30,0.21,462,0.25,229,0.21,0.46,0.15,0.46
Ian,OZ Gaming,3,12,0.75,26,15,65,6.10,0.70,0.20,0.11,0.17,171,-116,-0.5,8.50,0.26,412,0.24,256,0.24,0.49,0.25,0.50
JeongHoon,Element Mystic,5,20,0.40,9,60,132,2.40,0.69,0.04,0.24,0.15,-27,-63,2.3,1.10,0.03,122,0.08,94,0.09,1.57,0.34,0.40
Jin0,Element Mystic,2,2,1.00,4,9,6,1.10,0.83,0.33,0.21,0.50,-337,59,6.5,4.90,0.11,249,0.18,162,0.18,0.3,0.32,0.00
Jool,ESC Shane,3,34,0.50,102,107,162,2.50,0.67,0.26,0.24,0.21,-124,-165,-1.4,7.90,0.25,428,0.24,242,0.23,0.48,0.15,0.38
Juhan,OZ Gaming,2,23,0.52,60,57,140,3.50,0.71,0.21,0.20,0.35,23,-101,-3,4.70,0.13,227,0.12,179,0.17,0.48,0.49,0.52
Karas,Element Mystic,5,12,0.33,12,37,72,2.30,0.71,0.10,0.19,0.08,11,-45,1.8,1.20,0.04,161,0.09,93,0.09,1.95,0.43,0.25
Keshi,Jin Air Green Wings,5,35,0.71,25,87,316,3.90,0.70,0.05,0.27,0.31,-48,-7,0.3,1.10,0.03,131,0.07,104,0.09,1.6,0.35,0.71
KronG,RunAway,1,7,0.57,9,19,21,1.60,0.48,0.15,0.21,0.14,-265,-362,-7.6,6.80,0.23,381,0.23,204,0.21,0.47,0.15,0.29
Lapis,ESC Shane,1,34,0.53,83,99,162,2.50,0.62,0.21,0.22,0.15,-105,-42,-2.7,7.60,0.26,425,0.24,241,0.23,0.39,0.19,0.38
Last,RunAway,1,25,0.48,42,69,90,1.90,0.49,0.15,0.28,0.28,8,-30,-3,7.70,0.23,370,0.22,241,0.22,0.41,0.17,0.52
Lia,ESC Shane,2,34,0.56,80,89,218,3.30,0.75,0.20,0.20,0.32,-168,-142,-3.3,5.20,0.15,270,0.14,190,0.18,0.43,0.39,0.38
Light,Jin Air Green Wings,4,34,0.41,140,60,189,5.50,0.71,0.30,0.20,0.26,34,-3,0.6,9.60,0.32,600,0.31,311,0.27,0.34,0.4,0.71
Mask,RunAway,3,24,0.46,66,49,106,3.50,0.65,0.25,0.20,0.21,9,134,2.6,8.90,0.26,507,0.29,263,0.24,0.34,0.33,0.54
Mightybear,Fredit BRION,2,32,0.38,65,63,173,3.80,0.70,0.19,0.15,0.44,29,-35,-0.8,5.20,0.15,243,0.13,185,0.18,0.45,0.42,0.41
Minit,Fredit BRION,5,35,0.60,31,84,223,3.00,0.70,0.09,0.19,0.40,16,-9,-2.3,1.00,0.03,152,0.09,96,0.09,1.68,0.4,0.40
MooJin,RunAway,2,32,0.69,71,59,164,4.00,0.70,0.21,0.18,0.34,-24,73,0.7,5.50,0.16,252,0.14,190,0.18,0.55,0.38,0.47
Motive,OZ Gaming,5,34,0.50,21,99,245,2.70,0.65,0.05,0.26,0.41,-31,-107,-0.1,1.00,0.03,156,0.08,93,0.09,1.45,0.31,0.53
Naehyun,Griffin,3,35,0.54,130,60,151,4.70,0.66,0.30,0.13,0.26,-13,149,-0.6,9.50,0.30,478,0.26,303,0.28,0.42,0.27,0.46
Oscar,Fredit BRION,1,9,0.67,16,35,40,1.60,0.54,0.16,0.29,0.44,219,203,3.8,7.30,0.24,371,0.20,225,0.21,0.41,0.2,0.44
Pilot,OZ Gaming,4,34,0.62,144,49,128,5.60,0.67,0.35,0.13,0.32,30,-32,0.4,9.90,0.36,576,0.31,307,0.29,0.48,0.36,0.53
PluTo,RunAway,5,32,0.28,13,78,210,2.90,0.67,0.04,0.23,0.22,-62,62,-0.3,1.10,0.03,116,0.07,96,0.09,1.59,0.46,0.47
Prince,Awesome Spear,4,31,0.48,123,43,157,6.50,0.75,0.33,0.16,0.23,128,86,6.2,10.50,0.36,622,0.35,341,0.30,0.46,0.45,0.71
Roi,Fredit BRION,3,3,1.00,3,6,15,3.00,0.78,0.13,0.16,0.67,-273,-164,-5.7,8.10,0.26,334,0.27,219,0.23,0.5,0.18,0.33
Rumor,Jin Air Green Wings,4,1,0.00,5,5,10,3.00,0.75,0.25,0.46,0.00,-744,-376,-15,7.90,0.26,544,0.23,276,0.23,0.28,0.31,1.00
Scarlet,Element Mystic,3,32,0.53,75,81,143,2.70,0.68,0.23,0.18,0.19,-86,-133,-1.8,8.80,0.26,414,0.24,258,0.25,0.39,0.25,0.34
Seize,Jin Air Green Wings,2,2,0.50,2,7,10,1.70,0.55,0.09,0.28,0.50,156,291,4.5,5.00,0.12,166,0.09,162,0.16,0.58,0.75,0.50
Shark,Element Mystic,4,15,0.67,36,37,65,2.70,0.71,0.25,0.19,0.00,-217,-40,-3.7,8.90,0.30,431,0.26,264,0.25,0.26,0.26,0.33
Slugger,Element Mystic,1,32,0.59,47,110,125,1.60,0.53,0.15,0.25,0.34,133,56,3,7.50,0.22,405,0.24,220,0.21,0.36,0.11,0.34
SoaR,OZ Gaming,1,34,0.38,63,94,168,2.50,0.57,0.16,0.25,0.18,85,-20,6.4,7.30,0.22,388,0.21,227,0.21,0.47,0.2,0.53
TaNa,Jin Air Green Wings,1,35,0.37,80,65,181,4.00,0.54,0.17,0.20,0.20,-64,-21,-4.2,7.70,0.23,360,0.19,241,0.21,0.49,0.2,0.71
UmTi,Jin Air Green Wings,2,33,0.55,97,51,234,6.50,0.71,0.21,0.17,0.33,39,39,1.1,5.80,0.17,291,0.15,213,0.19,0.56,0.62,0.73
Wayne,Griffin,4,35,0.57,110,74,189,4.00,0.70,0.26,0.16,0.26,40,-56,-0.4,9.30,0.31,463,0.26,285,0.26,0.39,0.24,0.46
Wizer,Fredit BRION,1,26,0.46,43,79,100,1.80,0.55,0.17,0.24,0.23,-134,-138,-4,7.30,0.23,336,0.19,217,0.21,0.48,0.21,0.38
Yaharong,Jin Air Green Wings,3,35,0.40,137,43,196,7.70,0.69,0.28,0.14,0.26,165,160,10.3,8.80,0.26,568,0.29,284,0.25,0.48,0.18,0.71
Yusin,Griffin,5,35,0.57,19,112,255,2.40,0.64,0.04,0.24,0.29,16,104,-1.1,1.10,0.03,158,0.08,93,0.09,1.96,0.43,0.46
Zzus,Awesome Spear,5,31,0.58,22,63,231,4.00,0.68,0.06,0.24,0.26,19,-26,0.2,1.10,0.03,127,0.07,103,0.09,1.58,0.35,0.71
369,Top Esports,1,37,0.59,105,90,251,4.00,0.59,0.17,0.21,0.14,144,225,8.6,8.30,0.26,474,0.23,275,0.23,0.38,0.23,0.73
705,Royal Never Give Up,1,1,0.00,1,2,2,1.50,0.60,0.20,0.33,1.00,438,831,17,6.80,0.20,201,0.13,168,0.20,0.42,0.08,0.00
ADD,Bilibili Gaming,1,8,0.75,17,33,53,2.10,0.63,0.15,0.26,0.38,-117,-60,-4,6.70,0.21,417,0.20,208,0.19,0.51,0.17,0.38
Aix,Vici Gaming,2,19,0.47,49,36,114,4.50,0.69,0.21,0.17,0.32,-9,-11,0.4,5.60,0.16,261,0.14,200,0.18,0.43,0.45,0.53
Ale,Dominus Esports,1,6,0.83,8,30,12,0.70,0.46,0.18,0.26,0.17,23,251,15,8.30,0.25,400,0.24,238,0.24,0.39,0.21,0.00
Aliez,Oh My God,1,1,0.00,1,3,0,0.30,0.50,0.50,0.18,0.00,-464,-535,6,8.20,0.25,330,0.34,210,0.23,0.48,0.16,0.00
Angel,Suning,3,42,0.55,132,90,259,4.30,0.71,0.24,0.18,0.17,-15,47,3,7.70,0.22,524,0.26,247,0.22,0.45,0.19,0.60
Aodi,EDward Gaming,1,20,0.65,43,55,129,3.10,0.59,0.15,0.21,0.35,-216,31,-6.9,7.00,0.22,321,0.18,225,0.20,0.46,0.14,0.45
Baolan,Invictus Gaming,5,16,0.44,17,46,175,4.20,0.69,0.06,0.21,0.25,34,65,0.6,1.20,0.03,181,0.08,119,0.10,1.75,0.33,0.81
beishang,Team WE,2,43,0.65,133,83,301,5.20,0.74,0.23,0.15,0.42,14,93,2.9,6.10,0.18,316,0.17,221,0.20,0.39,0.47,0.56
Betty,Royal Never Give Up,4,18,0.56,62,24,81,6.00,0.71,0.31,0.14,0.39,-89,-51,-5.9,9.00,0.33,494,0.31,285,0.26,0.55,0.42,0.50
Bin,Suning,1,42,0.50,135,114,213,3.10,0.63,0.25,0.23,0.17,205,181,3.7,8.20,0.26,478,0.24,277,0.25,0.34,0.15,0.60
Biubiu,Victory Five,1,41,0.44,102,85,195,3.50,0.57,0.20,0.21,0.27,89,53,0.9,7.60,0.23,352,0.20,250,0.22,0.42,0.18,0.63
Breathe,Oh My God,1,40,0.60,128,140,162,2.10,0.59,0.26,0.23,0.18,12,-50,2.4,8.20,0.26,472,0.26,265,0.24,0.38,0.18,0.38
Chelizi,Dominus Esports,1,30,0.37,72,96,128,2.10,0.62,0.22,0.19,0.33,7,-98,-2.7,7.60,0.25,386,0.23,241,0.23,0.42,0.13,0.20
chenlun17,LNG Esports,1,15,0.73,31,43,46,1.80,0.57,0.23,0.21,0.20,-119,-31,-4.1,7.70,0.24,395,0.23,228,0.23,0.39,0.17,0.27
CJJ,eStar,1,5,0.40,8,19,26,1.80,0.65,0.15,0.22,0.60,-18,16,12.2,8.60,0.27,407,0.22,247,0.24,0.43,0.19,0.00
COLD,Oh My God,5,27,0.48,16,81,205,2.70,0.66,0.05,0.20,0.22,0,-34,1.3,1.00,0.03,146,0.08,95,0.09,1.66,0.33,0.41
Crazy,Rogue Warriors,1,3,0.33,1,10,9,1.00,0.48,0.05,0.15,0.33,229,-90,-2.3,7.50,0.27,366,0.20,199,0.22,0.45,0.12,0.00
Crisp,FunPlus Phoenix,5,41,0.32,37,116,317,3.10,0.63,0.07,0.21,0.24,38,-31,3,1.30,0.03,132,0.07,102,0.09,1.57,0.3,0.54
Cryin,Royal Never Give Up,3,4,0.75,11,5,8,3.80,0.70,0.41,0.15,0.50,455,-103,1.8,9.40,0.31,376,0.26,277,0.28,0.41,0.13,0.25
Cube,Vici Gaming,1,41,0.51,87,104,217,2.90,0.60,0.17,0.21,0.10,-26,0,0.7,8.00,0.24,445,0.24,246,0.22,0.52,0.13,0.46
Doinb,FunPlus Phoenix,3,41,0.76,144,107,290,4.10,0.78,0.26,0.20,0.29,-170,-130,-2.6,8.50,0.27,537,0.28,278,0.25,0.44,0.21,0.54
Duan,LNG Esports,5,19,0.26,8,70,125,1.90,0.65,0.04,0.26,0.26,-43,211,-2.3,1.10,0.03,142,0.08,89,0.09,1.46,0.38,0.32
Eric,Oh My God,4,7,0.57,28,24,40,2.80,0.70,0.29,0.22,0.29,-226,-36,-4.7,8.60,0.31,632,0.31,281,0.26,0.42,0.36,0.43
Fenfen,eStar,3,38,0.37,91,103,218,3.00,0.68,0.20,0.17,0.26,-207,-255,-7.3,7.80,0.23,441,0.23,244,0.23,0.37,0.17,0.34
Flandre,LNG Esports,1,21,0.52,61,58,103,2.80,0.70,0.26,0.24,0.14,20,87,6.3,8.90,0.28,602,0.29,281,0.25,0.21,0.3,0.43
FoFo,Bilibili Gaming,3,39,0.54,142,90,175,3.50,0.72,0.32,0.17,0.18,75,-42,2.2,8.20,0.24,560,0.29,256,0.24,0.44,0.19,0.44
Forge,Vici Gaming,3,7,0.43,12,26,39,2.00,0.77,0.18,0.29,0.57,-45,97,4,8.50,0.24,443,0.25,240,0.23,0.42,0.24,0.29
GALA,Royal Never Give Up,4,21,0.33,81,43,141,5.20,0.69,0.25,0.16,0.33,334,165,11.1,10.00,0.34,565,0.29,324,0.28,0.31,0.3,0.57
Garvey,LGD Gaming,1,1,1.00,3,3,1,1.30,0.57,0.43,0.23,0.00,-280,-300,-8,7.10,0.22,367,0.28,221,0.23,0.43,0.13,0.00
GimGoon,FunPlus Phoenix,1,13,0.54,34,46,97,2.80,0.66,0.17,0.26,0.08,-316,-194,-7,7.10,0.23,540,0.27,247,0.21,0.5,0.23,0.69
H4cker,Oh My God,2,41,0.37,82,125,250,2.70,0.67,0.17,0.20,0.37,-31,-98,-0.6,5.30,0.16,203,0.11,185,0.17,0.48,0.39,0.37
Hang,Vici Gaming,5,24,0.54,12,70,156,2.40,0.63,0.05,0.24,0.29,93,22,6.3,1.60,0.04,125,0.07,101,0.09,1.63,0.41,0.46
Haro,Rogue Warriors,2,31,0.45,107,85,175,3.30,0.74,0.28,0.18,0.45,-89,-138,-1.9,6.30,0.21,284,0.16,225,0.22,0.43,0.37,0.35
